ISO_639,Language_Name,Uninverted_Name,Country_Code,Country_Name,Region_Code,Region_Name,Area,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,Institutional,Developing,Vigorous,In_Trouble,Dying,Extinct
mmw,Emae,Emae,VU,Vanuatu,MEL,Melanesia,Pacific,400,3,400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic",-17.0588,168.3987,6b,F,0,0,0,1,0,0
mmx,Madak,Madak,PG,Papua New Guinea,MEL,Melanesia,Pacific,3000,4,3000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, Madak",-3.3214,151.9483,6a,T,0,0,1,0,0,0
mmy,Migaama,Migaama,TD,Chad,MAF,Middle Africa,Africa,20000,5,20000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, B, B.1, 1",12.2538,18.9586,5,T,0,1,0,0,0,0
mmz,Mabaale,Mabaale,CD,Democratic Republic of the Congo,MAF,Middle Africa,Africa,42000,5,42000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.311)",2.1194,20.8759,6a,F,0,0,1,0,0,0
mna,Mbula,Mbula,PG,Papua New Guinea,MEL,Melanesia,Pacific,4500,4,4500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Mangap-Mbula",-5.6943,148.0155,4,T,1,0,0,0,0,0
mnb,Muna,Muna,ID,Indonesia,SEA,South-Eastern Asia,Asia,300000,6,300000,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Muna-Buton, Nuclear Muna-Buton, Munan, Munic, Western",-5.0144,122.5195,6b,T,0,0,0,1,0,0
mnc,Manchu,Manchu,CN,China,EAS,Eastern Asia,Asia,20,2,20,1,Tungusic,"Tungusic, Southern, Southwest",42.8772,124.5175,8b,T,0,0,0,0,1,0
mnd,Mondé,Mondé,BR,Brazil,SAM,South America,Americas,2,1,2,1,Tupian,"Tupian, Mondé",-12.0484,-61.2522,8b,F,0,0,0,0,1,0
mne,Naba,Naba,TD,Chad,MAF,Middle Africa,Africa,410000,6,410000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Bagirmi",12.8714,17.8712,6a,F,0,0,1,0,0,0
mnf,Mundani,Mundani,CM,Cameroon,MAF,Middle Africa,Africa,34000,5,34000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Momo",5.6871,9.9104,5,T,0,1,0,0,0,0
mng,"Mnong, Eastern",Eastern Mnong,VN,Viet Nam,SEA,South-Eastern Asia,Asia,30000,5,30000,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, South Bahnaric, Sre-Mnong, Mnong, Eastern Mnong",12.3304,108.3763,5,T,0,1,0,0,0,0
mnh,Mono,Mono,CD,Democratic Republic of the Congo,MAF,Middle Africa,Africa,65000,5,65000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Central, Central Core, Mid-Southern",4.4426,19.6026,6a,T,0,0,1,0,0,0
mni,Meitei,Meitei,IN,India,SAS,Southern Asia,Asia,1485000,7,1485000,2,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Meitei",24.824,93.6893,2,T,1,0,0,0,0,0
mnj,Munji,Munji,AF,Afghanistan,SAS,Southern Asia,Asia,5300,4,5300,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Eastern, Southeastern, Pamir",35.7931,70.8574,6a,T,0,0,1,0,0,0
mnk,Mandinka,Mandinka,SN,Senegal,WAF,Western Africa,Africa,1320000,7,1320000,3,Niger-Congo,"Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-West",12.8698,-15.5441,3,T,1,0,0,0,0,0
mnl,Tiale,Tiale,VU,Vanuatu,MEL,Melanesia,Pacific,400,3,400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo",-15.2267,166.8776,6b,F,0,0,0,1,0,0
mnm,Mapena,Mapena,PG,Papua New Guinea,MEL,Melanesia,Pacific,270,3,270,1,Trans-New Guinea,"Trans-New Guinea, Southeast Papuan, Dagan",-9.809,149.5291,6a,F,0,0,1,0,0,0
mnn,"Mnong, Southern",Southern Mnong,VN,Viet Nam,SEA,South-Eastern Asia,Asia,30000,5,30000,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, South Bahnaric, Sre-Mnong, Mnong, Southern-Central Mnong",12.0344,107.6373,6a,F,0,0,1,0,0,0
mnp,"Chinese, Min Bei",Min Bei Chinese,CN,China,EAS,Eastern Asia,Asia,10904000,8,10904000,2,Sino-Tibetan,"Sino-Tibetan, Chinese",27.2137,118.1054,5,T,0,1,0,0,0,0
mnq,Minriq,Minriq,MY,Malaysia,SEA,South-Eastern Asia,Asia,,,,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Aslian, North Aslian, Eastern",5.0111,102.0473,6b,F,0,0,0,1,0,0
mnr,Mono,Mono,US,United States,NAM,Northern America,Americas,37,2,37,1,Uto-Aztecan,"Uto-Aztecan, Northern Uto-Aztecan, Numic, Western",37.1591,-119.5115,8a,F,0,0,0,0,1,0
mns,Mansi,Mansi,RU,Russian Federation,EEU,Eastern Europe,Europe,940,3,940,1,Uralic,Uralic,64.3918,61.2919,7,T,0,0,0,1,0,0
mnu,Mer,Mer,ID,Indonesia,SEA,South-Eastern Asia,Asia,85,2,85,1,Mairasi,Mairasi,-3.421,134.694,6b,F,0,0,0,1,0,0
mnv,Rennell-Bellona,Rennell-Bellona,SB,Solomon Islands,MEL,Melanesia,Pacific,4390,4,4390,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Futunic",-11.568,160.1063,5,T,0,1,0,0,0,0
mnw,Mon,Mon,MM,Myanmar,SEA,South-Eastern Asia,Asia,851000,6,851000,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Monic",15.8913,97.9692,5,T,0,1,0,0,0,0
mnx,Manikion,Manikion,ID,Indonesia,SEA,South-Eastern Asia,Asia,12000,5,12000,1,East Bird’s Head-Sentani,"East Bird’s Head-Sentani, East Bird’s Head, Mantion",-1.4879,133.9404,5,T,0,1,0,0,0,0
mny,Manyawa,Manyawa,MZ,Mozambique,EAF,Eastern Africa,Africa,150000,6,150000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, P, Makhuwa (P.31)",-16.5362,36.8584,6a,F,0,0,1,0,0,0
mnz,Moni,Moni,ID,Indonesia,SEA,South-Eastern Asia,Asia,20000,5,20000,1,Trans-New Guinea,"Trans-New Guinea, West, Wissel Lakes",-3.5223,137.1151,5,T,0,1,0,0,0,0
moa,Mwan,Mwan,CI,Côte d’Ivoire,WAF,Western Africa,Africa,20000,5,20000,1,Niger-Congo,"Niger-Congo, Mande, Eastern, Southeastern, Nwa-Ben, Wan-Mwan",7.8944,-5.9717,5,T,0,1,0,0,0,0
moc,Mocoví,Mocoví,AR,Argentina,SAM,South America,Americas,3000,4,3000,1,Guaykuruan,"Guaykuruan, Southern",-28.097,-60.4145,7,T,0,0,0,1,0,0
moe,Montagnais,Montagnais,CA,Canada,NAM,Northern America,Americas,11000,5,11000,1,Algic,"Algic, Algonquian, Cree-Montagnais",49.0572,-68.7357,6b,T,0,0,0,1,0,0
mog,Mongondow,Mongondow,ID,Indonesia,SEA,South-Eastern Asia,Asia,230000,6,230000,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Gorontalo-Mongondow, Mongondowic",0.6314,123.8127,7,T,0,0,0,1,0,0
moh,Mohawk,Mohawk,CA,Canada,NAM,Northern America,Americas,3540,4,3640,2,Iroquoian,"Iroquoian, Northern Iroquoian, Five Nations-Huronian-Susquehannock, Five Nations-Susquehannock, Mohawk-Oneida",45.0166,-74.5504,6b,T,0,0,0,1,0,0
moi,Mboi,Mboi,NG,Nigeria,WAF,Western Africa,Africa,19000,5,19000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Yungur, Mboi",9.8417,12.5299,6a,F,0,0,1,0,0,0
moj,Monzombo,Monzombo,CG,Congo,MAF,Middle Africa,Africa,12600,5,12600,3,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Monzombo",2.9726,18.4595,6a,F,0,0,1,0,0,0
mok,Morori,Morori,ID,Indonesia,SEA,South-Eastern Asia,Asia,50,2,50,1,Trans-New Guinea,"Trans-New Guinea, Moraori",-8.56,140.6981,8b,F,0,0,0,0,1,0
mom,Mangue,Mangue,NI,Nicaragua,CAM,Central America,Americas,0,0,,1,Unclassified,Unclassified,12.8038,-87.2754,9,F,0,0,0,0,1,0
moo,Monom,Monom,VN,Viet Nam,SEA,South-Eastern Asia,Asia,6000,4,6000,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West, Sedang-Todrah, Todrah-Monom",14.5746,108.3603,6a,F,0,0,1,0,0,0
mop,"Maya, Mopán",Mopán Maya,BZ,Belize,CAM,Central America,Americas,15600,5,15600,2,Mayan,"Mayan, Yucatecan-Core Mayan, Yucatecan, Mopan-Itzá",16.5489,-88.7312,5,T,0,1,0,0,0,0
moq,Mor,Mor,ID,Indonesia,SEA,South-Eastern Asia,Asia,30,2,30,1,Trans-New Guinea,"Trans-New Guinea, Mor",-2.8228,132.9571,8b,F,0,0,0,0,1,0
mor,Moro,Moro,SD,Sudan,NAF,Northern Africa,Africa,30000,5,30000,1,Niger-Congo,"Niger-Congo, Kordofanian, Heiban, West-Central, Western",10.995,30.1078,5,T,0,1,0,0,0,0
mos,Mòoré,Mòoré,BF,Burkina Faso,WAF,Western Africa,Africa,6447300,7,6447300,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest",12.7335,-1.2754,3,T,1,0,0,0,0,0
mot,Barí,Barí,CO,Colombia,SAM,South America,Americas,5000,4,5000,2,Chibchan,"Chibchan, Chibchan B, Eastern Chibchan, Colombian, Southern Colombian",9.0493,-72.9765,6a,F,0,0,1,0,0,0
mou,Mogum,Mogum,TD,Chad,MAF,Middle Africa,Africa,7000,4,7000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, B, B.1, 1",11.5199,18.6082,6a,T,0,0,1,0,0,0
mov,Mohave,Mohave,US,United States,NAM,Northern America,Americas,100,3,100,1,Cochimí-Yuman,"Cochimí-Yuman, Yuman, River, Mojave",34.9017,-114.6166,8a,T,0,0,0,0,1,0
mow,Moi,Moi,CG,Congo,MAF,Middle Africa,Africa,3020,4,3020,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.32)",-1.9064,16.3306,6b,F,0,0,0,1,0,0
mox,Molima,Molima,PG,Papua New Guinea,MEL,Melanesia,Pacific,4010,4,4010,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Bwaidoga",-9.5875,150.6356,5,T,0,1,0,0,0,0
moy,Shekkacho,Shekkacho,ET,Ethiopia,EAF,Eastern Africa,Africa,79900,5,83380,1,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South",7.5295,35.5396,4,T,1,0,0,0,0,0
moz,Mukulu,Mukulu,TD,Chad,MAF,Middle Africa,Africa,12000,5,12000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, B, B.2",11.8652,18.1853,5,T,0,1,0,0,0,0
mpa,Mpoto,Mpoto,TZ,Tanzania,EAF,Eastern Africa,Africa,80000,5,80000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, N, Manda (N.14)",-11.2016,34.7685,6a,T,0,0,1,0,0,0
mpb,Mullukmulluk,Mullukmulluk,AU,Australia,ANZ,Australia and New Zealand,Pacific,33,2,33,1,Australian,"Australian, Daly, Malagmalag, Malagmalag Proper",-13.2567,130.6595,8b,F,0,0,0,0,1,0
mpc,Mangarayi,Mangarayi,AU,Australia,ANZ,Australia and New Zealand,Pacific,12,2,12,1,Australian,"Australian, Gunwingguan, Mangarayic",-14.8044,133.666,8a,F,0,0,0,0,1,0
mpd,Machinere,Machinere,BR,Brazil,SAM,South America,Americas,1080,4,1080,2,Maipurean,"Maipurean, Southern, Southern Outlier, Piro, Piro",-10.4501,-69.7125,7,T,0,0,0,1,0,0
mpe,Majang,Majang,ET,Ethiopia,EAF,Eastern Africa,Africa,32800,5,33240,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Surmic, North, Majang",7.6516,34.9922,4,T,1,0,0,0,0,0
mpg,Marba,Marba,TD,Chad,MAF,Middle Africa,Africa,218000,6,218000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Masa",9.4894,15.8603,5,T,0,1,0,0,0,0
mph,Maung,Maung,AU,Australia,ANZ,Australia and New Zealand,Pacific,260,3,260,1,Australian,"Australian, Yiwaidjan, Yiwaidjic",-11.8484,133.1689,6a,T,0,0,1,0,0,0
mpi,Mpade,Mpade,CM,Cameroon,MAF,Middle Africa,Africa,16000,5,16000,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, B, B.1, Kotoko Proper, North",12.616,14.5775,6a,T,0,0,1,0,0,0
mpj,Martu Wangka,Martu Wangka,AU,Australia,ANZ,Australia and New Zealand,Pacific,880,3,880,1,Australian,"Australian, Pama-Nyungan, South-West, Wati",-24.3017,122.0257,5,T,0,1,0,0,0,0
mpk,Mbara,Mbara,TD,Chad,MAF,Middle Africa,Africa,1000,4,1000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, B, B.2",10.9543,15.5408,8a,F,0,0,0,0,1,0
mpl,"Watut, Middle",Middle Watut,PG,Papua New Guinea,MEL,Melanesia,Pacific,1700,4,1700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut",-6.8496,146.3679,6a,F,0,0,1,0,0,0
mpm,"Mixtec, Yosondúa",Yosondúa Mixtec,MX,Mexico,CAM,Central America,Americas,2000,4,2000,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",16.9026,-97.4967,6b,T,0,0,0,1,0,0
mpn,Mindiri,Mindiri,PG,Papua New Guinea,MEL,Melanesia,Pacific,80,2,80,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel, Astrolabe",-5.5372,146.1573,7,F,0,0,0,1,0,0
mpo,Miu,Miu,PG,Papua New Guinea,MEL,Melanesia,Pacific,395,3,395,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua",-6.0009,149.5723,5,T,0,1,0,0,0,0
mpp,Migabac,Migabac,PG,Papua New Guinea,MEL,Melanesia,Pacific,2600,4,2600,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Huon, Eastern",-6.2977,147.6814,6a,T,0,0,1,0,0,0
mpq,Matís,Matís,BR,Brazil,SAM,South America,Americas,320,3,320,1,Panoan,"Panoan, Mayoruna-Matsés",-4.3581,-70.2113,6a,F,0,0,1,0,0,0
mpr,Vangunu,Vangunu,SB,Solomon Islands,MEL,Melanesia,Pacific,910,3,910,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East",-8.6479,157.9968,6a,F,0,0,1,0,0,0
mps,Dadibi,Dadibi,PG,Papua New Guinea,MEL,Melanesia,Pacific,10000,5,10000,1,Trans-New Guinea,"Trans-New Guinea, Teberan",-6.5143,144.6157,5,T,0,1,0,0,0,0
mpt,Mian,Mian,PG,Papua New Guinea,MEL,Melanesia,Pacific,1400,4,1400,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Ok, Mountain",-4.707,141.5316,5,T,0,1,0,0,0,0
mpu,Makuráp,Makuráp,BR,Brazil,SAM,South America,Americas,45,2,45,1,Tupian,"Tupian, Tuparí",-11.8684,-64.3144,8a,F,0,0,0,0,1,0
mpv,Mungkip,Mungkip,PG,Papua New Guinea,MEL,Melanesia,Pacific,12,2,12,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Erap",-6.4751,146.7168,8b,F,0,0,0,0,1,0
mpw,Mapidian,Mapidian,BR,Brazil,SAM,South America,Americas,10,2,10,2,Maipurean,"Maipurean, Northern, Maritime, Wapixana",1.353,-58.858,8b,F,0,0,0,0,1,0
mpx,Misima-Panaeati,Misima-Panaeati,PG,Papua New Guinea,MEL,Melanesia,Pacific,18000,5,18000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Misima",-10.6577,152.7869,5,T,0,1,0,0,0,0
mpy,Mapia,Mapia,ID,Indonesia,SEA,South-Eastern Asia,Asia,0,0,0,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Pohnpeic-Chuukic, Chuukic",0.8321,134.3023,x10,F,0,0,0,0,0,1
mpz,Mpi,Mpi,TH,Thailand,SEA,South-Eastern Asia,Asia,900,3,900,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern",18.1722,100.2085,7,T,0,0,0,1,0,0
mqa,Maba,Maba,ID,Indonesia,SEA,South-Eastern Asia,Asia,6620,4,6620,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, South Halmahera, Southeast",0.5901,128.4181,6a,F,0,0,1,0,0,0
mqb,Mbuko,Mbuko,CM,Cameroon,MAF,Middle Africa,Africa,15000,5,15000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.7797,14.1661,5,T,0,1,0,0,0,0
mqc,Mangole,Mangole,ID,Indonesia,SEA,South-Eastern Asia,Asia,7280,4,7280,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, Sula",-1.899,125.921,6a,F,0,0,1,0,0,0
mqe,Matepi,Matepi,PG,Papua New Guinea,MEL,Melanesia,Pacific,280,3,280,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Hanseman",-5.14,145.622,6a,F,0,0,1,0,0,0
mqf,Momuna,Momuna,ID,Indonesia,SEA,South-Eastern Asia,Asia,2000,4,2000,1,Somahai,Somahai,-4.8923,139.2741,6b,T,0,0,0,1,0,0
mqg,"Malay, Kota Bangun Kutai",Kota Bangun Kutai Malay,ID,Indonesia,SEA,South-Eastern Asia,Asia,80000,5,80000,1,Austronesian,"Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Malay",-0.0973,116.5712,6a,F,0,0,1,0,0,0
mqh,"Mixtec, Tlazoyaltepec",Tlazoyaltepec Mixtec,MX,Mexico,CAM,Central America,Americas,3700,4,3700,1,Otomanguean,"Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec",17.0059,-96.9801,6a,F,0,0,1,0,0,0
mqi,Mariri,Mariri,ID,Indonesia,SEA,South-Eastern Asia,Asia,280,3,280,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru",-6.1499,134.8726,6a,F,0,0,1,0,0,0
mqj,Mamasa,Mamasa,ID,Indonesia,SEA,South-Eastern Asia,Asia,100000,6,100000,1,Austronesian,"Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Toraja-Sa’dan",-3.1382,119.4585,6a,T,0,0,1,0,0,0
mqk,"Manobo, Rajah Kabunsuwan",Rajah Kabunsuwan Manobo,PH,Philippines,SEA,South-Eastern Asia,Asia,7560,4,7560,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Manobo, Central, East",7.9991,126.2672,6a,F,0,0,1,0,0,0
mql,Mbelime,Mbelime,BJ,Benin,WAF,Western Africa,Africa,39900,5,39900,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern",10.4645,0.9386,5,T,0,1,0,0,0,0
mqm,"Marquesan, South",South Marquesan,PF,French Polynesia,POL,Polynesia,Pacific,2700,4,2700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic",-9.7769,-139.0143,7,T,0,0,0,1,0,0
mqn,Moronene,Moronene,ID,Indonesia,SEA,South-Eastern Asia,Asia,37000,5,37000,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Bungku-Tolaki, Eastern, Southwest",-4.5992,121.8251,6b,T,0,0,0,1,0,0
mqo,Modole,Modole,ID,Indonesia,SEA,South-Eastern Asia,Asia,2000,4,2000,1,West Papuan,"West Papuan, North Halmahera, Galela-Loloda",1.394,127.7513,6a,F,0,0,1,0,0,0
mqp,Manipa,Manipa,ID,Indonesia,SEA,South-Eastern Asia,Asia,1500,4,1500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East",-3.3034,127.5652,6a,F,0,0,1,0,0,0
mqq,Minokok,Minokok,MY,Malaysia,SEA,South-Eastern Asia,Asia,1200,4,1200,1,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Dusunic, Dusun, Central",5.4366,116.7773,6b,F,0,0,0,1,0,0
mqr,Mander,Mander,ID,Indonesia,SEA,South-Eastern Asia,Asia,20,2,20,1,Tor-Kwerba,"Tor-Kwerba, Orya-Tor, Tor",-2.3165,138.844,8b,F,0,0,0,0,1,0
mqs,"Makian, West",West Makian,ID,Indonesia,SEA,South-Eastern Asia,Asia,12000,5,12000,1,West Papuan,"West Papuan, North Halmahera, West Makian",0.4587,127.6306,6a,F,0,0,1,0,0,0
mqt,Mok,Mok,TH,Thailand,SEA,South-Eastern Asia,Asia,7,1,7,1,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic",18.9413,99.6729,8b,F,0,0,0,0,1,0
mqu,Mandari,Mandari,SS,South Sudan,EAF,Eastern Africa,Africa,70000,5,70000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Eastern, Bari",5.688,31.6151,5,T,0,1,0,0,0,0
mqv,Mosimo,Mosimo,PG,Papua New Guinea,MEL,Melanesia,Pacific,50,2,50,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Hanseman",-4.9527,145.6029,7,F,0,0,0,1,0,0
mqw,Murupi,Murupi,PG,Papua New Guinea,MEL,Melanesia,Pacific,300,3,300,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Hanseman",-5.0257,145.61,6a,F,0,0,1,0,0,0
mqx,Mamuju,Mamuju,ID,Indonesia,SEA,South-Eastern Asia,Asia,60000,5,60000,1,Austronesian,"Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Mamuju",-2.6847,118.9349,6b,T,0,0,0,1,0,0
mqy,Manggarai,Manggarai,ID,Indonesia,SEA,South-Eastern Asia,Asia,900000,6,900000,1,Austronesian,,-8.5606,120.3438,6a,T,0,0,1,0,0,0
mqz,Pano,Pano,PG,Papua New Guinea,MEL,Melanesia,Pacific,1180,4,1180,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Korap",-5.9461,147.0661,6a,F,0,0,1,0,0,0
mra,Mlabri,Mlabri,TH,Thailand,SEA,South-Eastern Asia,Asia,154,3,154,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mlabri",18.6403,101.3057,8a,T,0,0,0,0,1,0
mrb,Marino,Marino,VU,Vanuatu,MEL,Melanesia,Pacific,500,3,500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu",-14.9771,168.119,6a,F,0,0,1,0,0,0
mrc,Maricopa,Maricopa,US,United States,NAM,Northern America,Americas,100,3,100,1,Cochimí-Yuman,"Cochimí-Yuman, Yuman, River, Mojave",33.5123,-111.7486,7,F,0,0,0,1,0,0
mrd,"Magar, Western",Western Magar,NP,Nepal,SAS,Southern Asia,Asia,308000,6,308000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Magar",27.9295,83.7291,6b,T,0,0,0,1,0,0
mrf,Elseng,Elseng,ID,Indonesia,SEA,South-Eastern Asia,Asia,300,3,300,1,Language isolate,Language isolate,-3.0371,140.2551,6b,F,0,0,0,1,0,0
mrg,Mising,Mising,IN,India,SAS,Southern Asia,Asia,551000,6,551000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani",26.8171,93.9331,5,T,0,1,0,0,0,0
